,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
2,E6544,계,"851,728","4,116,868","34,112,823",2014년
3,E6544,서울,"243,753","1,201,276","10,067,712",2014년
4,E6544,부산,"66,831","329,285","2,726,935",2014년
5,E6544,인천,"44,838","199,355","1,660,260",2014년
6,E6544,대구,"36,435","187,075","1,565,916",2014년
7,E6544,광주,"28,998","141,048","1,177,134",2014년
8,E6544,대전,"32,791","146,640","1,211,274",2014년
9,E6544,울산,"15,268","67,251","548,826",2014년
10,E6544,경기,"171,966","759,524","6,229,078",2014년
11,E6544,강원,"29,702","129,695","1,071,845",2014년
12,E6544,충북,"26,063","102,117","840,634",2014년
13,E6544,충남,"25,664","128,190","1,069,553",2014년
14,E6544,전북,"34,753","152,367","1,261,609",2014년
15,E6544,전남,"32,711","140,049","1,140,878",2014년
16,E6544,경북,"33,641","147,695","1,204,787",2014년
17,E6544,경남,"53,209","226,650","1,856,004",2014년
18,E6544,제주,"12,777","58,385","478,300",2014년
19,E6544,세종,178,264,"2,079",2014년
2,E6544,계,"874,409","4,251,284","35,875,541",2015년
3,E6544,서울,"239,841","1,187,881","10,119,671",2015년
4,E6544,부산,"67,879","333,583","2,813,557",2015년
5,E6544,인천,"46,000","208,283","1,772,125",2015년
6,E6544,대구,"36,587","193,818","1,651,672",2015년
7,E6544,광주,"31,513","146,689","1,244,124",2015년
8,E6544,대전,"33,701","155,660","1,309,003",2015년
9,E6544,울산,"16,779","67,917","575,236",2015년
10,E6544,경기,"181,122","803,887","6,715,369",2015년
11,E6544,강원,"31,468","140,208","1,179,348",2015년
12,E6544,충북,"28,837","110,849","930,156",2015년
13,E6544,충남,"26,513","137,338","1,167,214",2015년
14,E6544,전북,"32,585","157,600","1,326,536",2015년
15,E6544,전남,"34,536","148,886","1,236,574",2015년
16,E6544,경북,"35,822","148,490","1,234,902",2015년
17,E6544,경남,"55,621","246,338","2,068,270",2015년
18,E6544,제주,"13,465","63,535","529,216",2015년
19,E6544,세종,188,321,"2,567",2015년
2,E6544,계,"977,149","4,633,572","42,001,903",2016년
3,E6544,서울,"265,744","1,310,271","11,939,801",2016년
4,E6544,부산,"73,533","354,308","3,205,135",2016년
5,E6544,인천,"52,987","229,002","2,094,110",2016년
6,E6544,대구,"39,874","215,505","1,949,258",2016년
7,E6544,광주,"32,662","159,385","1,444,519",2016년
8,E6544,대전,"37,949","162,726","1,475,173",2016년
9,E6544,울산,"19,058","75,762","691,781",2016년
10,E6544,경기,"215,593","881,279","8,022,344",2016년
11,E6544,강원,"35,238","146,949","1,364,014",2016년
12,E6544,충북,"30,529","118,444","1,052,228",2016년
13,E6544,충남,"29,903","151,107","1,351,718",2016년
14,E6544,전북,"34,794","174,115","1,565,361",2016년
15,E6544,전남,"36,912","158,079","1,384,749",2016년
16,E6544,경북,"37,570","155,092","1,381,440",2016년
17,E6544,경남,"61,781","273,872","2,469,641",2016년
18,E6544,제주,"15,298","67,176","606,562",2016년
19,E6544,세종,305,499,"4,068",2016년
2,E6544,계,"1,049,559","4,767,292","47,532,222",2017년
3,E6544,서울,"264,830","1,302,865","13,009,955",2017년
4,E6544,부산,"72,903","360,486","3,535,759",2017년
5,E6544,인천,"65,341","247,771","2,551,233",2017년
6,E6544,대구,"40,537","205,351","2,029,793",2017년
7,E6544,광주,"31,394","161,876","1,590,655",2017년
8,E6544,대전,"40,223","172,191","1,709,035",2017년
9,E6544,울산,"19,126","78,393","780,250",2017년
10,E6544,경기,"249,084","930,363","9,418,461",2017년
11,E6544,강원,"42,288","157,983","1,634,342",2017년
12,E6544,충북,"33,349","124,279","1,201,740",2017년
13,E6544,충남,"31,957","158,635","1,551,861",2017년
14,E6544,전북,"35,599","172,451","1,690,808",2017년
15,E6544,전남,"37,728","165,874","1,591,077",2017년
16,E6544,경북,"41,610","163,866","1,601,659",2017년
17,E6544,경남,"69,672","291,998","2,906,114",2017년
18,E6544,제주,"16,613","72,070","721,934",2017년
19,E6544,세종,431,842,"7,546",2017년
2,E6544,계,"1,183,448","5,441,044","69,313,541",2018년
3,E6544,서울,"306,268","1,535,745","19,638,269",2018년
4,E6544,부산,"82,518","417,521","5,197,821",2018년
5,E6544,인천,"86,886","301,499","4,042,850",2018년
6,E6544,대구,"44,923","237,331","2,976,923",2018년
7,E6544,광주,"35,287","193,340","2,394,554",2018년
8,E6544,대전,"40,784","175,421","2,267,138",2018년
9,E6544,울산,"20,082","84,225","1,045,814",2018년
10,E6544,경기,"271,233","1,059,726","13,587,377",2018년
11,E6544,강원,"42,612","169,469","2,199,671",2018년
12,E6544,충북,"38,227","143,605","1,799,663",2018년
13,E6544,충남,"37,841","184,243","2,299,962",2018년
14,E6544,전북,"40,027","188,595","2,307,450",2018년
15,E6544,전남,"40,113","175,623","2,183,548",2018년
16,E6544,경북,"52,663","179,207","2,295,861",2018년
17,E6544,경남,"77,570","320,159","4,099,731",2018년
18,E6544,제주,"16,803","74,456","966,782",2018년
19,E6544,세종,402,880,"10,128",2018년
2,E6544,계,"1,214,172","5,681,867","84,204,666",2019년
3,E6544,서울,"306,668","1,570,606","23,106,983",2019년
4,E6544,부산,"82,991","416,781","6,074,225",2019년
5,E6544,인천,"87,669","330,987","5,172,081",2019년
6,E6544,대구,"46,979","254,757","3,726,570",2019년
7,E6544,광주,"36,881","196,064","2,866,759",2019년
8,E6544,대전,"42,350","181,979","2,715,441",2019년
9,E6544,울산,"21,712","92,371","1,385,586",2019년
10,E6544,경기,"278,561","1,161,377","17,291,660",2019년
11,E6544,강원,"44,052","174,636","2,617,905",2019년
12,E6544,충북,"40,049","141,331","2,103,407",2019년
13,E6544,충남,"40,081","189,317","2,804,941",2019년
14,E6544,전북,"40,332","195,546","2,837,475",2019년
15,E6544,전남,"42,107","172,423","2,528,396",2019년
16,E6544,경북,"54,192","187,891","2,841,880",2019년
17,E6544,경남,"81,573","337,975","4,950,189",2019년
18,E6544,제주,"18,407","76,837","1,166,978",2019년
19,E6544,세종,515,989,"14,189",2019년
2,E6544,계,"1,204,519","6,626,373","112,045,864",2020년
3,E6544,서울,"300,042","1,754,452","29,283,693",2020년
4,E6544,부산,"84,503","501,362","8,320,808",2020년
5,E6544,인천,"84,794","369,591","6,577,005",2020년
6,E6544,대구,"48,217","283,685","4,814,515",2020년
7,E6544,광주,"37,843","234,698","4,051,280",2020년
8,E6544,대전,"39,217","218,146","3,709,066",2020년
9,E6544,울산,"21,862","108,042","1,871,739",2020년
10,E6544,경기,"272,735","1,404,994","23,744,427",2020년
11,E6544,강원,"42,369","186,705","3,238,939",2020년
12,E6544,충북,"39,658","155,089","2,651,553",2020년
13,E6544,충남,"40,886","217,361","3,766,888",2020년
14,E6544,전북,"45,115","295,795","4,895,261",2020년
15,E6544,전남,"43,574","213,563","3,595,679",2020년
16,E6544,경북,"52,368","215,524","3,721,733",2020년
17,E6544,경남,"78,582","379,651","6,269,651",2020년
18,E6544,제주,"18,523","81,979","1,440,394",2020년
19,E6544,세종,"2,291","5,734","93,232",2020년
2,E6544,계,"1,321,860","7,235,109","126,196,989",2021년
3,E6544,서울,"313,306","1,847,446","31,821,082",2021년
4,E6544,부산,"89,460","518,988","9,000,721",2021년
5,E6544,인천,"93,601","415,562","7,604,511",2021년
6,E6544,대구,"54,651","308,208","5,449,418",2021년
7,E6544,광주,"38,901","232,501","4,197,811",2021년
8,E6544,대전,"40,319","221,354","3,805,403",2021년
9,E6544,울산,"25,347","113,085","2,061,097",2021년
10,E6544,경기,"320,584","1,700,484","29,475,409",2021년
11,E6544,강원,"44,375","192,356","3,469,029",2021년
12,E6544,충북,"45,023","168,224","2,976,789",2021년
13,E6544,충남,"47,420","240,900","4,309,106",2021년
14,E6544,전북,"49,046","330,379","5,618,901",2021년
15,E6544,전남,"46,373","215,603","3,749,628",2021년
16,E6544,경북,"55,975","227,693","4,067,281",2021년
17,E6544,경남,"84,017","403,387","6,800,052",2021년
18,E6544,제주,"20,204","81,993","1,504,816",2021년
19,E6544,세종,"5,430","16,944","285,935",2021년
2,E6545,계,"165,555","180,377","3,968,303",2010년
3,E6545,서울,"58,236","63,456","1,413,452",2010년
4,E6545,부산,"14,229","15,404","338,575",2010년
5,E6545,인천,"6,474","6,748","149,761",2010년
6,E6545,대구,"8,083","8,577","188,254",2010년
7,E6545,광주,"3,143","3,353","74,255",2010년
8,E6545,대전,"5,332","5,684","125,091",2010년
9,E6545,울산,"2,241","2,517","54,413",2010년
10,E6545,경기,"38,430","41,001","892,341",2010년
11,E6545,강원,"4,273","5,477","120,661",2010년
12,E6545,충북,"3,777","3,978","87,046",2010년
13,E6545,충남,"2,947","3,149","69,276",2010년
14,E6545,전북,"5,093","5,411","118,273",2010년
15,E6545,전남,"2,277","2,357","50,265",2010년
16,E6545,경북,"4,880","5,174","111,230",2010년
17,E6545,경남,"5,688","6,257","135,944",2010년
18,E6545,제주,"1,699","1,834","39,469",2010년
19,E6545,세종,-,-,-,2010년
2,E6545,계,"177,468","194,403","4,334,441",2011년
3,E6545,서울,"60,196","65,850","1,488,183",2011년
4,E6545,부산,"14,964","16,219","361,784",2011년
5,E6545,인천,"6,853","7,152","160,855",2011년
6,E6545,대구,"9,157","9,806","218,621",2011년
7,E6545,광주,"3,339","3,538","79,464",2011년
8,E6545,대전,"5,576","5,990","133,417",2011년
9,E6545,울산,"2,282","2,505","54,954",2011년
10,E6545,경기,"42,173","44,893","987,568",2011년
11,E6545,강원,"4,849","6,577","146,952",2011년
12,E6545,충북,"4,453","4,728","104,879",2011년
13,E6545,충남,"3,086","3,271","72,630",2011년
14,E6545,전북,"5,162","5,527","122,539",2011년
15,E6545,전남,"2,593","2,704","58,715",2011년
16,E6545,경북,"5,456","5,805","127,011",2011년
17,E6545,경남,"6,851","7,812","172,571",2011년
18,E6545,제주,"1,898","2,025","44,296",2011년
19,E6545,세종,-,-,-,2011년
2,E6545,계,"191,672","211,546","4,828,180",2012년
3,E6545,서울,"62,787","69,059","1,601,997",2012년
4,E6545,부산,"18,164","19,974","459,126",2012년
5,E6545,인천,"7,519","7,777","179,289",2012년
6,E6545,대구,"9,920","10,727","246,305",2012년
7,E6545,광주,"3,570","3,850","88,973",2012년
8,E6545,대전,"6,520","7,126","159,986",2012년
9,E6545,울산,"2,619","2,814","63,487",2012년
10,E6545,경기,"45,020","48,402","1,077,716",2012년
11,E6545,강원,"5,177","7,383","169,609",2012년
12,E6545,충북,"5,109","5,445","124,018",2012년
13,E6545,충남,"3,170","3,398","78,136",2012년
14,E6545,전북,"5,562","5,999","136,973",2012년
15,E6545,전남,"2,797","2,958","66,228",2012년
16,E6545,경북,"5,908","6,267","141,274",2012년
17,E6545,경남,"7,255","8,099","184,039",2012년
18,E6545,제주,"2,073","2,265","50,958",2012년
19,E6545,세종,1,3,65,2012년
2,E6545,계,"202,354","225,182","5,268,645",2013년
3,E6545,서울,"62,915","69,832","1,655,906",2013년
4,E6545,부산,"19,120","21,223","499,385",2013년
5,E6545,인천,"7,982","8,591","202,787",2013년
6,E6545,대구,"10,731","11,761","276,996",2013년
7,E6545,광주,"3,628","3,903","92,310",2013년
8,E6545,대전,"7,786","8,573","197,751",2013년
9,E6545,울산,"2,769","2,992","68,994",2013년
10,E6545,경기,"49,847","53,593","1,235,534",2013년
11,E6545,강원,"5,267","8,082","187,998",2013년
12,E6545,충북,"4,842","5,147","120,376",2013년
13,E6545,충남,"3,579","3,784","89,073",2013년
14,E6545,전북,"5,585","6,009","140,385",2013년
15,E6545,전남,"2,986","3,139","71,916",2013년
16,E6545,경북,"6,392","6,813","157,079",2013년
17,E6545,경남,"8,062","8,900","206,680",2013년
18,E6545,제주,"2,533","2,841","65,474",2013년
19,E6545,세종,-,-,-,2013년
2,E6545,계,"217,434","243,729","5,825,994",2014년
3,E6545,서울,"66,051","73,708","1,784,374",2014년
4,E6545,부산,"20,268","22,543","540,704",2014년
5,E6545,인천,"9,181","10,162","244,432",2014년
6,E6545,대구,"11,908","13,179","317,516",2014년
7,E6545,광주,"4,070","4,413","106,281",2014년
8,E6545,대전,"8,421","9,018","213,682",2014년
9,E6545,울산,"2,830","3,152","74,240",2014년
10,E6545,경기,"52,264","56,624","1,337,423",2014년
11,E6545,강원,"6,030","9,449","223,802",2014년
12,E6545,충북,"5,177","5,521","131,228",2014년
13,E6545,충남,"3,724","3,996","96,100",2014년
14,E6545,전북,"6,372","6,845","163,476",2014년
15,E6545,전남,"3,175","3,332","78,043",2014년
16,E6545,경북,"7,719","8,332","196,266",2014년
17,E6545,경남,"8,990","10,044","238,147",2014년
18,E6545,제주,"3,017","3,410","80,259",2014년
19,E6545,세종,1,1,21,2014년
2,E6545,계,"223,043","249,502","6,067,291",2015년
3,E6545,서울,"65,155","72,470","1,780,404",2015년
4,E6545,부산,"20,248","22,677","553,268",2015년
5,E6545,인천,"9,966","10,979","270,014",2015년
6,E6545,대구,"11,701","13,021","319,267",2015년
7,E6545,광주,"3,895","4,188","102,683",2015년
8,E6545,대전,"9,476","10,382","250,460",2015년
9,E6545,울산,"3,316","3,779","91,885",2015년
10,E6545,경기,"54,242","58,856","1,414,944",2015년
11,E6545,강원,"6,198","8,866","213,789",2015년
12,E6545,충북,"5,867","6,316","152,398",2015년
13,E6545,충남,"3,951","4,289","105,084",2015년
14,E6545,전북,"6,197","6,664","162,380",2015년
15,E6545,전남,"3,141","3,316","79,278",2015년
16,E6545,경북,"8,204","8,887","213,379",2015년
17,E6545,경남,"9,937","11,054","267,888",2015년
18,E6545,제주,"3,275","3,758","90,168",2015년
19,E6545,세종,-,-,-,2015년
2,E6545,계,"250,793","281,033","6,945,948",2016년
3,E6545,서울,"75,278","84,158","2,098,588",2016년
4,E6545,부산,"21,451","23,824","589,927",2016년
5,E6545,인천,"11,593","12,842","320,988",2016년
6,E6545,대구,"13,733","15,367","383,464",2016년
7,E6545,광주,"4,235","4,510","111,960",2016년
8,E6545,대전,"10,354","11,338","277,777",2016년
9,E6545,울산,"3,896","4,415","109,197",2016년
10,E6545,경기,"60,144","65,313","1,598,022",2016년
11,E6545,강원,"6,929","10,012","245,139",2016년
12,E6545,충북,"6,403","6,943","170,471",2016년
13,E6545,충남,"4,752","5,076","126,242",2016년
14,E6545,전북,"7,077","7,726","191,612",2016년
15,E6545,전남,"3,235","3,391","82,465",2016년
16,E6545,경북,"9,302","10,040","244,729",2016년
17,E6545,경남,"11,318","12,500","308,221",2016년
18,E6545,제주,"3,200","3,578","87,146",2016년
19,E6545,세종,-,-,-,2016년
2,E6545,계,"267,300","300,457","7,934,070",2017년
3,E6545,서울,"76,922","86,496","2,300,724",2017년
4,E6545,부산,"22,570","25,404","672,971",2017년
5,E6545,인천,"13,114","14,419","384,866",2017년
6,E6545,대구,"14,455","16,124","429,554",2017년
7,E6545,광주,"4,751","5,022","133,443",2017년
8,E6545,대전,"10,821","11,856","309,819",2017년
9,E6545,울산,"4,655","5,210","138,787",2017년
10,E6545,경기,"61,792","67,120","1,755,669",2017년
11,E6545,강원,"7,695","10,810","283,555",2017년
12,E6545,충북,"7,570","8,534","224,479",2017년
13,E6545,충남,"4,963","5,314","140,494",2017년
14,E6545,전북,"7,495","8,242","217,991",2017년
15,E6545,전남,"3,829","4,172","109,143",2017년
16,E6545,경북,"10,537","11,388","296,727",2017년
17,E6545,경남,"14,825","16,470","434,239",2017년
18,E6545,제주,"3,499","3,876","101,608",2017년
19,E6545,세종,-,-,-,2017년
2,E6545,계,"291,295","328,604","10,640,932",2018년
3,E6545,서울,"83,793","94,439","3,071,505",2018년
4,E6545,부산,"24,333","27,169","886,129",2018년
5,E6545,인천,"14,685","15,949","519,666",2018년
6,E6545,대구,"15,970","17,808","586,427",2018년
7,E6545,광주,"5,593","5,958","194,862",2018년
8,E6545,대전,"11,073","11,949","386,515",2018년
9,E6545,울산,"5,286","5,833","188,430",2018년
10,E6545,경기,"67,182","73,432","2,362,746",2018년
11,E6545,강원,"7,833","11,663","366,512",2018년
12,E6545,충북,"8,315","9,366","305,016",2018년
13,E6545,충남,"5,496","6,015","193,081",2018년
14,E6545,전북,"8,137","8,986","293,875",2018년
15,E6545,전남,"4,366","4,752","152,694",2018년
16,E6545,경북,"11,916","13,185","417,193",2018년
17,E6545,경남,"16,123","18,177","589,506",2018년
18,E6545,제주,"3,531","3,923","126,776",2018년
19,E6545,세종,-,-,-,2018년
2,E6545,계,"308,685","355,122","12,993,103",2019년
3,E6545,서울,"85,642","99,186","3,618,285",2019년
4,E6545,부산,"26,585","29,743","1,112,553",2019년
5,E6545,인천,"16,268","18,222","665,152",2019년
6,E6545,대구,"17,526","20,016","757,951",2019년
7,E6545,광주,"5,899","6,261","236,057",2019년
8,E6545,대전,"11,833","12,985","481,911",2019년
9,E6545,울산,"6,343","7,120","263,554",2019년
10,E6545,경기,"70,779","79,376","2,864,383",2019년
11,E6545,강원,"8,363","12,644","436,688",2019년
12,E6545,충북,"9,091","10,072","376,885",2019년
13,E6545,충남,"5,118","5,736","205,694",2019년
14,E6545,전북,"8,638","9,518","358,266",2019년
15,E6545,전남,"5,150","5,685","208,693",2019년
16,E6545,경북,"12,706","14,480","510,507",2019년
17,E6545,경남,"17,454","19,838","738,414",2019년
18,E6545,제주,"3,797","4,238","158,073",2019년
19,E6545,세종,1,1,38,2019년
2,E6545,계,"301,992","354,560","14,474,777",2020년
3,E6545,서울,"83,417","97,336","3,997,965",2020년
4,E6545,부산,"26,844","30,068","1,278,991",2020년
5,E6545,인천,"16,029","18,057","738,368",2020년
6,E6545,대구,"17,057","19,369","836,446",2020년
7,E6545,광주,"6,088","6,472","277,174",2020년
8,E6545,대전,"11,815","13,282","547,241",2020년
9,E6545,울산,"7,036","7,927","333,392",2020년
10,E6545,경기,"66,492","78,552","3,088,844",2020년
11,E6545,강원,"8,596","13,630","508,272",2020년
12,E6545,충북,"8,445","9,131","388,889",2020년
13,E6545,충남,"5,414","5,812","248,419",2020년
14,E6545,전북,"8,920","9,921","424,958",2020년
15,E6545,전남,"5,437","6,080","253,456",2020년
16,E6545,경북,"12,249","13,931","554,989",2020년
17,E6545,경남,"16,614","20,612","811,336",2020년
18,E6545,제주,"3,644","4,144","175,978",2020년
19,E6545,세종,229,236,"10,058",2020년
2,E6545,계,"342,246","401,423","16,837,794",2021년
3,E6545,서울,"91,159","106,618","4,479,331",2021년
4,E6545,부산,"28,765","32,398","1,413,840",2021년
5,E6545,인천,"17,664","19,768","832,810",2021년
6,E6545,대구,"20,673","23,165","1,028,826",2021년
7,E6545,광주,"6,726","7,173","314,428",2021년
8,E6545,대전,"13,226","14,926","618,248",2021년
9,E6545,울산,"7,721","8,603","375,181",2021년
10,E6545,경기,"78,880","92,516","3,753,770",2021년
11,E6545,강원,"9,307","14,920","579,716",2021년
12,E6545,충북,"9,943","10,733","471,562",2021년
13,E6545,충남,"6,679","7,288","319,899",2021년
14,E6545,전북,"10,822","12,377","545,604",2021년
15,E6545,전남,"6,024","6,776","292,213",2021년
16,E6545,경북,"13,128","14,788","614,827",2021년
17,E6545,경남,"19,542","24,160","970,087",2021년
18,E6545,제주,"3,929","4,354","190,305",2021년
19,E6545,세종,734,861,"37,148",2021년
2,E6546,계,"2,841","5,144","80,472",2010년
3,E6546,서울,"1,430","3,299","52,261",2010년
4,E6546,부산,96,105,"1,601",2010년
5,E6546,인천,145,150,"2,265",2010년
6,E6546,대구,65,271,"4,296",2010년
7,E6546,광주,93,94,"1,519",2010년
8,E6546,대전,350,404,"5,900",2010년
9,E6546,울산,-,-,-,2010년
10,E6546,경기,253,285,"4,412",2010년
11,E6546,강원,95,131,"2,027",2010년
12,E6546,충북,26,29,435,2010년
13,E6546,충남,7,8,115,2010년
14,E6546,전북,76,101,"1,577",2010년
15,E6546,전남,16,60,922,2010년
16,E6546,경북,62,67,"1,006",2010년
