,Unnamed: 0,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
5130,18,E7247,제주,18,18,"14,395",2018년
5131,19,E7247,세종,-,-,-,2018년
5132,2,E7247,계,"11,330","11,664","9,716,076",2019년
5133,3,E7247,서울,"5,558","5,718","4,799,254",2019년
5134,4,E7247,부산,460,467,"391,866",2019년
5135,5,E7247,인천,213,214,"178,951",2019년
5136,6,E7247,대구,901,931,"782,640",2019년
5137,7,E7247,광주,472,480,"405,611",2019년
5138,8,E7247,대전,416,429,"348,191",2019년
5139,9,E7247,울산,67,68,"55,152",2019년
5140,10,E7247,경기,"2,167","2,232","1,821,462",2019년
5141,11,E7247,강원,127,127,"105,249",2019년
5142,12,E7247,충북,131,131,"110,516",2019년
5143,13,E7247,충남,104,105,"88,629",2019년
5144,14,E7247,전북,266,268,"226,268",2019년
5145,15,E7247,전남,45,46,"35,835",2019년
5146,16,E7247,경북,184,185,"150,102",2019년
5147,17,E7247,경남,231,236,"195,278",2019년
5148,18,E7247,제주,26,26,"21,074",2019년
5149,19,E7247,세종,-,-,-,2019년
5150,2,E7247,계,"10,549","10,859","9,093,843",2020년
5151,3,E7247,서울,"5,275","5,401","4,557,587",2020년
5152,4,E7247,부산,360,371,"312,382",2020년
5153,5,E7247,인천,266,273,"229,457",2020년
5154,6,E7247,대구,726,742,"628,451",2020년
5155,7,E7247,광주,370,377,"320,652",2020년
5156,8,E7247,대전,368,380,"310,818",2020년
5157,9,E7247,울산,96,98,"80,000",2020년
5158,10,E7247,경기,"2,117","2,194","1,810,937",2020년
5159,11,E7247,강원,127,131,"106,808",2020년
5160,12,E7247,충북,124,124,"105,449",2020년
5161,13,E7247,충남,83,83,"70,589",2020년
5162,14,E7247,전북,246,247,"210,162",2020년
5163,15,E7247,전남,55,57,"45,089",2020년
5164,16,E7247,경북,140,140,"114,478",2020년
5165,17,E7247,경남,210,226,"178,729",2020년
5166,18,E7247,제주,13,13,"10,618",2020년
5167,19,E7247,세종,2,2,"1,637",2020년
5168,2,E7247,계,"11,137","11,418","9,939,873",2021년
5169,3,E7247,서울,"5,636","5,747","5,038,149",2021년
5170,4,E7247,부산,383,390,"342,016",2021년
5171,5,E7247,인천,269,273,"238,513",2021년
5172,6,E7247,대구,853,871,"763,823",2021년
5173,7,E7247,광주,323,326,"289,000",2021년
5174,8,E7247,대전,371,382,"327,928",2021년
5175,9,E7247,울산,35,35,"29,618",2021년
5176,10,E7247,경기,"2,317","2,399","2,056,096",2021년
5177,11,E7247,강원,154,161,"134,454",2021년
5178,12,E7247,충북,149,150,"133,379",2021년
5179,13,E7247,충남,45,46,"41,112",2021년
5180,14,E7247,전북,241,241,"210,292",2021년
5181,15,E7247,전남,42,45,"36,586",2021년
5182,16,E7247,경북,109,110,"93,700",2021년
5183,17,E7247,경남,214,221,"187,309",2021년
5184,18,E7247,제주,17,17,"14,454",2021년
5185,19,E7247,세종,4,4,"3,446",2021년
5186,2,E7248,계,"2,441","2,451","512,129",2017년
5187,3,E7248,서울,"1,157","1,159","243,743",2017년
5188,4,E7248,부산,106,106,"22,326",2017년
5189,5,E7248,인천,59,59,"12,208",2017년
5190,6,E7248,대구,177,178,"37,483",2017년
5191,7,E7248,광주,141,142,"29,909",2017년
5192,8,E7248,대전,146,147,"29,771",2017년
5193,9,E7248,울산,27,27,"5,687",2017년
5194,10,E7248,경기,484,488,"100,687",2017년
5195,11,E7248,강원,-,-,-,2017년
5196,12,E7248,충북,40,40,"8,425",2017년
5197,13,E7248,충남,22,22,"4,634",2017년
5198,14,E7248,전북,41,41,"8,636",2017년
5199,15,E7248,전남,-,-,-,2017년
5200,16,E7248,경북,-,-,-,2017년
5201,17,E7248,경남,42,42,"8,619",2017년
5202,18,E7248,제주,-,-,-,2017년
5203,2,E7248,계,"8,827","9,029","1,913,004",2018년
5204,3,E7248,서울,"4,621","4,712","1,003,758",2018년
5205,4,E7248,부산,287,290,"61,839",2018년
5206,5,E7248,인천,155,156,"32,897",2018년
5207,6,E7248,대구,697,709,"151,101",2018년
5208,7,E7248,광주,497,502,"107,063",2018년
5209,8,E7248,대전,379,391,"80,201",2018년
5210,9,E7248,울산,76,76,"15,677",2018년
5211,10,E7248,경기,"1,466","1,503","314,265",2018년
5212,11,E7248,강원,120,124,"26,454",2018년
5213,12,E7248,충북,134,140,"29,814",2018년
5214,13,E7248,충남,99,101,"21,536",2018년
5215,14,E7248,전북,119,121,"25,803",2018년
5216,15,E7248,전남,3,3,592,2018년
5217,16,E7248,경북,38,40,"8,219",2018년
5218,17,E7248,경남,158,161,"33,785",2018년
5219,18,E7248,제주,-,-,-,2018년
5220,2,E7248,계,"9,794","10,052","2,149,417",2019년
5221,3,E7248,서울,"4,929","5,054","1,089,510",2019년
5222,4,E7248,부산,249,255,"55,122",2019년
5223,5,E7248,인천,68,68,"14,619",2019년
5224,6,E7248,대구,825,848,"183,036",2019년
5225,7,E7248,광주,448,453,"97,920",2019년
5226,8,E7248,대전,386,398,"82,654",2019년
5227,9,E7248,울산,67,68,"14,124",2019년
5228,10,E7248,경기,"2,084","2,142","449,208",2019년
5229,11,E7248,강원,123,123,"26,112",2019년
5230,12,E7248,충북,131,132,"28,511",2019년
5231,13,E7248,충남,104,105,"22,696",2019년
5232,14,E7248,전북,121,122,"26,380",2019년
5233,15,E7248,전남,44,45,"8,979",2019년
5234,16,E7248,경북,52,52,"10,810",2019년
5235,17,E7248,경남,182,187,"39,736",2019년
5236,18,E7248,제주,-,-,-,2019년
5237,2,E7248,계,"9,417","9,677","2,076,718",2020년
5238,3,E7248,서울,"4,700","4,796","1,038,358",2020년
5239,4,E7248,부산,196,202,"43,971",2020년
5240,5,E7248,인천,75,78,"16,984",2020년
5241,6,E7248,대구,692,706,"153,104",2020년
5242,7,E7248,광주,345,350,"76,202",2020년
5243,8,E7248,대전,329,342,"71,594",2020년
5244,9,E7248,울산,95,97,"20,270",2020년
5245,10,E7248,경기,"2,085","2,164","456,828",2020년
5246,11,E7248,강원,122,122,"26,270",2020년
5247,12,E7248,충북,129,129,"28,082",2020년
5248,13,E7248,충남,80,86,"18,722",2020년
5249,14,E7248,전북,121,122,"26,571",2020년
5250,15,E7248,전남,54,56,"11,341",2020년
5251,16,E7248,경북,256,258,"53,585",2020년
5252,17,E7248,경남,161,169,"34,837",2020년
5253,18,E7248,제주,-,-,-,2020년
5254,2,E7248,계,"10,029","10,260","2,291,977",2021년
5255,3,E7248,서울,"5,187","5,271","1,187,598",2021년
5256,4,E7248,부산,231,235,"53,514",2021년
5257,5,E7248,인천,43,43,"9,628",2021년
5258,6,E7248,대구,828,847,"190,243",2021년
5259,7,E7248,광주,308,310,"70,310",2021년
5260,8,E7248,대전,351,361,"79,167",2021년
5261,9,E7248,울산,34,34,"7,360",2021년
5262,10,E7248,경기,"2,274","2,356","517,281",2021년
5263,11,E7248,강원,155,162,"34,636",2021년
5264,12,E7248,충북,160,160,"36,421",2021년
5265,13,E7248,충남,45,46,"10,523",2021년
5266,14,E7248,전북,106,106,"23,637",2021년
5267,15,E7248,전남,41,43,"8,948",2021년
5268,16,E7248,경북,107,108,"23,559",2021년
5269,17,E7248,경남,172,174,"38,512",2021년
5270,18,E7248,제주,3,3,638,2021년
5271,2,E7248,계,"2,441","2,451","512,129",2017년
5272,3,E7248,서울,"1,157","1,159","243,743",2017년
5273,4,E7248,부산,106,106,"22,326",2017년
5274,5,E7248,인천,59,59,"12,208",2017년
5275,6,E7248,대구,177,178,"37,483",2017년
5276,7,E7248,광주,141,142,"29,909",2017년
5277,8,E7248,대전,146,147,"29,771",2017년
5278,9,E7248,울산,27,27,"5,687",2017년
5279,10,E7248,경기,484,488,"100,687",2017년
5280,11,E7248,강원,-,-,-,2017년
5281,12,E7248,충북,40,40,"8,425",2017년
5282,13,E7248,충남,22,22,"4,634",2017년
5283,14,E7248,전북,41,41,"8,636",2017년
5284,15,E7248,전남,-,-,-,2017년
5285,16,E7248,경북,-,-,-,2017년
5286,17,E7248,경남,42,42,"8,619",2017년
5287,18,E7248,제주,-,-,-,2017년
5288,2,E7248,계,"8,827","9,029","1,913,004",2018년
5289,3,E7248,서울,"4,621","4,712","1,003,758",2018년
5290,4,E7248,부산,287,290,"61,839",2018년
5291,5,E7248,인천,155,156,"32,897",2018년
5292,6,E7248,대구,697,709,"151,101",2018년
5293,7,E7248,광주,497,502,"107,063",2018년
5294,8,E7248,대전,379,391,"80,201",2018년
5295,9,E7248,울산,76,76,"15,677",2018년
5296,10,E7248,경기,"1,466","1,503","314,265",2018년
5297,11,E7248,강원,120,124,"26,454",2018년
5298,12,E7248,충북,134,140,"29,814",2018년
5299,13,E7248,충남,99,101,"21,536",2018년
5300,14,E7248,전북,119,121,"25,803",2018년
5301,15,E7248,전남,3,3,592,2018년
5302,16,E7248,경북,38,40,"8,219",2018년
5303,17,E7248,경남,158,161,"33,785",2018년
5304,18,E7248,제주,-,-,-,2018년
5305,2,E7248,계,"9,794","10,052","2,149,417",2019년
5306,3,E7248,서울,"4,929","5,054","1,089,510",2019년
5307,4,E7248,부산,249,255,"55,122",2019년
5308,5,E7248,인천,68,68,"14,619",2019년
5309,6,E7248,대구,825,848,"183,036",2019년
5310,7,E7248,광주,448,453,"97,920",2019년
5311,8,E7248,대전,386,398,"82,654",2019년
5312,9,E7248,울산,67,68,"14,124",2019년
5313,10,E7248,경기,"2,084","2,142","449,208",2019년
5314,11,E7248,강원,123,123,"26,112",2019년
5315,12,E7248,충북,131,132,"28,511",2019년
5316,13,E7248,충남,104,105,"22,696",2019년
5317,14,E7248,전북,121,122,"26,380",2019년
5318,15,E7248,전남,44,45,"8,979",2019년
5319,16,E7248,경북,52,52,"10,810",2019년
5320,17,E7248,경남,182,187,"39,736",2019년
5321,18,E7248,제주,-,-,-,2019년
5322,2,E7248,계,"9,417","9,677","2,076,718",2020년
5323,3,E7248,서울,"4,700","4,796","1,038,358",2020년
5324,4,E7248,부산,196,202,"43,971",2020년
5325,5,E7248,인천,75,78,"16,984",2020년
5326,6,E7248,대구,692,706,"153,104",2020년
5327,7,E7248,광주,345,350,"76,202",2020년
5328,8,E7248,대전,329,342,"71,594",2020년
5329,9,E7248,울산,95,97,"20,270",2020년
5330,10,E7248,경기,"2,085","2,164","456,828",2020년
5331,11,E7248,강원,122,122,"26,270",2020년
5332,12,E7248,충북,129,129,"28,082",2020년
5333,13,E7248,충남,80,86,"18,722",2020년
5334,14,E7248,전북,121,122,"26,571",2020년
5335,15,E7248,전남,54,56,"11,341",2020년
5336,16,E7248,경북,256,258,"53,585",2020년
5337,17,E7248,경남,161,169,"34,837",2020년
5338,18,E7248,제주,-,-,-,2020년
5339,2,E7248,계,"10,029","10,260","2,291,977",2021년
5340,3,E7248,서울,"5,187","5,271","1,187,598",2021년
5341,4,E7248,부산,231,235,"53,514",2021년
5342,5,E7248,인천,43,43,"9,628",2021년
5343,6,E7248,대구,828,847,"190,243",2021년
5344,7,E7248,광주,308,310,"70,310",2021년
5345,8,E7248,대전,351,361,"79,167",2021년
5346,9,E7248,울산,34,34,"7,360",2021년
5347,10,E7248,경기,"2,274","2,356","517,281",2021년
5348,11,E7248,강원,155,162,"34,636",2021년
5349,12,E7248,충북,160,160,"36,421",2021년
5350,13,E7248,충남,45,46,"10,523",2021년
5351,14,E7248,전북,106,106,"23,637",2021년
5352,15,E7248,전남,41,43,"8,948",2021년
5353,16,E7248,경북,107,108,"23,559",2021년
5354,17,E7248,경남,172,174,"38,512",2021년
5355,18,E7248,제주,3,3,638,2021년
5356,2,E7248,계,"2,441","2,451","512,129",2017년
5357,3,E7248,서울,"1,157","1,159","243,743",2017년
5358,4,E7248,부산,106,106,"22,326",2017년
5359,5,E7248,인천,59,59,"12,208",2017년
5360,6,E7248,대구,177,178,"37,483",2017년
5361,7,E7248,광주,141,142,"29,909",2017년
5362,8,E7248,대전,146,147,"29,771",2017년
5363,9,E7248,울산,27,27,"5,687",2017년
5364,10,E7248,경기,484,488,"100,687",2017년
5365,11,E7248,강원,-,-,-,2017년
5366,12,E7248,충북,40,40,"8,425",2017년
5367,13,E7248,충남,22,22,"4,634",2017년
5368,14,E7248,전북,41,41,"8,636",2017년
5369,15,E7248,전남,-,-,-,2017년
5370,16,E7248,경북,-,-,-,2017년
5371,17,E7248,경남,42,42,"8,619",2017년
5372,18,E7248,제주,-,-,-,2017년
5373,2,E7248,계,"8,827","9,029","1,913,004",2018년
5374,3,E7248,서울,"4,621","4,712","1,003,758",2018년
5375,4,E7248,부산,287,290,"61,839",2018년
5376,5,E7248,인천,155,156,"32,897",2018년
5377,6,E7248,대구,697,709,"151,101",2018년
5378,7,E7248,광주,497,502,"107,063",2018년
5379,8,E7248,대전,379,391,"80,201",2018년
5380,9,E7248,울산,76,76,"15,677",2018년
5381,10,E7248,경기,"1,466","1,503","314,265",2018년
5382,11,E7248,강원,120,124,"26,454",2018년
5383,12,E7248,충북,134,140,"29,814",2018년
5384,13,E7248,충남,99,101,"21,536",2018년
5385,14,E7248,전북,119,121,"25,803",2018년
5386,15,E7248,전남,3,3,592,2018년
5387,16,E7248,경북,38,40,"8,219",2018년
5388,17,E7248,경남,158,161,"33,785",2018년
5389,18,E7248,제주,-,-,-,2018년
5390,2,E7248,계,"9,794","10,052","2,149,417",2019년
5391,3,E7248,서울,"4,929","5,054","1,089,510",2019년
5392,4,E7248,부산,249,255,"55,122",2019년
5393,5,E7248,인천,68,68,"14,619",2019년
5394,6,E7248,대구,825,848,"183,036",2019년
5395,7,E7248,광주,448,453,"97,920",2019년
5396,8,E7248,대전,386,398,"82,654",2019년
5397,9,E7248,울산,67,68,"14,124",2019년
5398,10,E7248,경기,"2,084","2,142","449,208",2019년
5399,11,E7248,강원,123,123,"26,112",2019년
5400,12,E7248,충북,131,132,"28,511",2019년
5401,13,E7248,충남,104,105,"22,696",2019년
5402,14,E7248,전북,121,122,"26,380",2019년
5403,15,E7248,전남,44,45,"8,979",2019년
5404,16,E7248,경북,52,52,"10,810",2019년
5405,17,E7248,경남,182,187,"39,736",2019년
5406,18,E7248,제주,-,-,-,2019년
5407,2,E7248,계,"9,417","9,677","2,076,718",2020년
5408,3,E7248,서울,"4,700","4,796","1,038,358",2020년
5409,4,E7248,부산,196,202,"43,971",2020년
5410,5,E7248,인천,75,78,"16,984",2020년
5411,6,E7248,대구,692,706,"153,104",2020년
5412,7,E7248,광주,345,350,"76,202",2020년
5413,8,E7248,대전,329,342,"71,594",2020년
5414,9,E7248,울산,95,97,"20,270",2020년
5415,10,E7248,경기,"2,085","2,164","456,828",2020년
5416,11,E7248,강원,122,122,"26,270",2020년
5417,12,E7248,충북,129,129,"28,082",2020년
5418,13,E7248,충남,80,86,"18,722",2020년
5419,14,E7248,전북,121,122,"26,571",2020년
5420,15,E7248,전남,54,56,"11,341",2020년
5421,16,E7248,경북,256,258,"53,585",2020년
5422,17,E7248,경남,161,169,"34,837",2020년
5423,18,E7248,제주,-,-,-,2020년
5424,2,E7248,계,"10,029","10,260","2,291,977",2021년
5425,3,E7248,서울,"5,187","5,271","1,187,598",2021년
5426,4,E7248,부산,231,235,"53,514",2021년
5427,5,E7248,인천,43,43,"9,628",2021년
5428,6,E7248,대구,828,847,"190,243",2021년
5429,7,E7248,광주,308,310,"70,310",2021년
5430,8,E7248,대전,351,361,"79,167",2021년
5431,9,E7248,울산,34,34,"7,360",2021년
5432,10,E7248,경기,"2,274","2,356","517,281",2021년
5433,11,E7248,강원,155,162,"34,636",2021년
5434,12,E7248,충북,160,160,"36,421",2021년
5435,13,E7248,충남,45,46,"10,523",2021년
5436,14,E7248,전북,106,106,"23,637",2021년
5437,15,E7248,전남,41,43,"8,948",2021년
5438,16,E7248,경북,107,108,"23,559",2021년
5439,17,E7248,경남,172,174,"38,512",2021년
5440,18,E7248,제주,3,3,638,2021년
5441,2,E7249,계,131,131,"12,097",2017년
5442,3,E7249,서울,43,43,"4,061",2017년
5443,4,E7249,부산,1,1,95,2017년
5444,5,E7249,인천,2,2,182,2017년
5445,6,E7249,대구,3,3,284,2017년
5446,7,E7249,광주,1,1,95,2017년
5447,8,E7249,대전,48,48,"4,363",2017년
5448,9,E7249,울산,-,-,-,2017년
5449,10,E7249,경기,31,31,"2,836",2017년
5450,11,E7249,강원,1,1,91,2017년
5451,12,E7249,충북,-,-,-,2017년
5452,13,E7249,충남,-,-,-,2017년
5453,14,E7249,전남,-,-,-,2017년
5454,15,E7249,경남,1,1,91,2017년
5455,2,E7249,계,229,239,"22,652",2018년
5456,3,E7249,서울,114,120,"11,472",2018년
5457,4,E7249,부산,2,2,192,2018년
5458,5,E7249,인천,10,10,951,2018년
5459,6,E7249,대구,32,33,"3,163",2018년
5460,7,E7249,광주,-,-,-,2018년
5461,8,E7249,대전,3,3,274,2018년
5462,9,E7249,울산,1,1,92,2018년
5463,10,E7249,경기,61,62,"5,752",2018년
5464,11,E7249,강원,-,-,-,2018년
5465,12,E7249,충북,1,1,95,2018년
5466,13,E7249,충남,1,1,96,2018년
5467,14,E7249,전남,1,1,96,2018년
5468,15,E7249,경남,4,5,468,2018년
5469,2,E7249,계,301,316,"29,972",2019년
5470,3,E7249,서울,148,156,"15,129",2019년
5471,4,E7249,부산,5,5,484,2019년
5472,5,E7249,인천,3,3,286,2019년
5473,6,E7249,대구,23,23,"2,228",2019년
5474,7,E7249,광주,1,1,97,2019년
5475,8,E7249,대전,1,1,93,2019년
5476,9,E7249,울산,26,27,"2,519",2019년
5477,10,E7249,경기,77,82,"7,396",2019년
5478,11,E7249,강원,-,-,-,2019년
5479,12,E7249,충북,14,14,"1,360",2019년
5480,13,E7249,충남,2,2,193,2019년
5481,14,E7249,전남,-,-,-,2019년
5482,15,E7249,경남,2,2,186,2019년
5483,2,E7249,계,308,321,"30,638",2020년
5484,3,E7249,서울,169,175,"17,084",2020년
5485,4,E7249,부산,1,1,98,2020년
5486,5,E7249,인천,7,7,680,2020년
5487,6,E7249,대구,30,31,"3,025",2020년
5488,7,E7249,광주,-,-,-,2020년
5489,8,E7249,대전,1,1,98,2020년
5490,9,E7249,울산,16,17,"1,588",2020년
5491,10,E7249,경기,79,84,"7,580",2020년
5492,11,E7249,강원,-,-,-,2020년
5493,12,E7249,충북,2,2,195,2020년
5494,13,E7249,충남,2,2,196,2020년
5495,14,E7249,전남,-,-,-,2020년
5496,15,E7249,경남,1,1,94,2020년
5497,2,E7249,계,310,318,"31,711",2021년
5498,3,E7249,서울,169,175,"17,707",2021년
5499,4,E7249,부산,1,1,99,2021년
5500,5,E7249,인천,1,1,95,2021년
5501,6,E7249,대구,25,25,"2,499",2021년
5502,7,E7249,광주,-,-,-,2021년
5503,8,E7249,대전,1,1,110,2021년
5504,9,E7249,울산,1,1,93,2021년
5505,10,E7249,경기,97,98,"9,666",2021년
5506,11,E7249,강원,-,-,-,2021년
5507,12,E7249,충북,-,-,-,2021년
5508,13,E7249,충남,-,-,-,2021년
5509,14,E7249,전남,1,1,92,2021년
5510,15,E7249,경남,14,14,"1,350",2021년
5511,2,E7249,계,131,131,"12,097",2017년
5512,3,E7249,서울,43,43,"4,061",2017년
5513,4,E7249,부산,1,1,95,2017년
5514,5,E7249,인천,2,2,182,2017년
5515,6,E7249,대구,3,3,284,2017년
5516,7,E7249,광주,1,1,95,2017년
5517,8,E7249,대전,48,48,"4,363",2017년
5518,9,E7249,울산,-,-,-,2017년
5519,10,E7249,경기,31,31,"2,836",2017년
5520,11,E7249,강원,1,1,91,2017년
5521,12,E7249,충북,-,-,-,2017년
5522,13,E7249,충남,-,-,-,2017년
5523,14,E7249,전남,-,-,-,2017년
5524,15,E7249,경남,1,1,91,2017년
5525,2,E7249,계,229,239,"22,652",2018년
5526,3,E7249,서울,114,120,"11,472",2018년
5527,4,E7249,부산,2,2,192,2018년
5528,5,E7249,인천,10,10,951,2018년
5529,6,E7249,대구,32,33,"3,163",2018년
5530,7,E7249,광주,-,-,-,2018년
5531,8,E7249,대전,3,3,274,2018년
5532,9,E7249,울산,1,1,92,2018년
5533,10,E7249,경기,61,62,"5,752",2018년
5534,11,E7249,강원,-,-,-,2018년
5535,12,E7249,충북,1,1,95,2018년
5536,13,E7249,충남,1,1,96,2018년
5537,14,E7249,전남,1,1,96,2018년
5538,15,E7249,경남,4,5,468,2018년
5539,2,E7249,계,301,316,"29,972",2019년
5540,3,E7249,서울,148,156,"15,129",2019년
5541,4,E7249,부산,5,5,484,2019년
5542,5,E7249,인천,3,3,286,2019년
5543,6,E7249,대구,23,23,"2,228",2019년
5544,7,E7249,광주,1,1,97,2019년
5545,8,E7249,대전,1,1,93,2019년
5546,9,E7249,울산,26,27,"2,519",2019년
5547,10,E7249,경기,77,82,"7,396",2019년
5548,11,E7249,강원,-,-,-,2019년
5549,12,E7249,충북,14,14,"1,360",2019년
5550,13,E7249,충남,2,2,193,2019년
5551,14,E7249,전남,-,-,-,2019년
5552,15,E7249,경남,2,2,186,2019년
5553,2,E7249,계,308,321,"30,638",2020년
5554,3,E7249,서울,169,175,"17,084",2020년
5555,4,E7249,부산,1,1,98,2020년
5556,5,E7249,인천,7,7,680,2020년
5557,6,E7249,대구,30,31,"3,025",2020년
5558,7,E7249,광주,-,-,-,2020년
5559,8,E7249,대전,1,1,98,2020년
5560,9,E7249,울산,16,17,"1,588",2020년
5561,10,E7249,경기,79,84,"7,580",2020년
5562,11,E7249,강원,-,-,-,2020년
5563,12,E7249,충북,2,2,195,2020년
5564,13,E7249,충남,2,2,196,2020년
5565,14,E7249,전남,-,-,-,2020년
5566,15,E7249,경남,1,1,94,2020년
5567,2,E7249,계,310,318,"31,711",2021년
5568,3,E7249,서울,169,175,"17,707",2021년
5569,4,E7249,부산,1,1,99,2021년
5570,5,E7249,인천,1,1,95,2021년
5571,6,E7249,대구,25,25,"2,499",2021년
5572,7,E7249,광주,-,-,-,2021년
5573,8,E7249,대전,1,1,110,2021년
5574,9,E7249,울산,1,1,93,2021년
5575,10,E7249,경기,97,98,"9,666",2021년
5576,11,E7249,강원,-,-,-,2021년
5577,12,E7249,충북,-,-,-,2021년
5578,13,E7249,충남,-,-,-,2021년
5579,14,E7249,전남,1,1,92,2021년
5580,15,E7249,경남,14,14,"1,350",2021년
5581,2,E7249,계,131,131,"12,097",2017년
5582,3,E7249,서울,43,43,"4,061",2017년
5583,4,E7249,부산,1,1,95,2017년
5584,5,E7249,인천,2,2,182,2017년
5585,6,E7249,대구,3,3,284,2017년
5586,7,E7249,광주,1,1,95,2017년
5587,8,E7249,대전,48,48,"4,363",2017년
5588,9,E7249,울산,-,-,-,2017년
5589,10,E7249,경기,31,31,"2,836",2017년
5590,11,E7249,강원,1,1,91,2017년
5591,12,E7249,충북,-,-,-,2017년
5592,13,E7249,충남,-,-,-,2017년
5593,14,E7249,전남,-,-,-,2017년
5594,15,E7249,경남,1,1,91,2017년
5595,2,E7249,계,229,239,"22,652",2018년
5596,3,E7249,서울,114,120,"11,472",2018년
5597,4,E7249,부산,2,2,192,2018년
5598,5,E7249,인천,10,10,951,2018년
5599,6,E7249,대구,32,33,"3,163",2018년
5600,7,E7249,광주,-,-,-,2018년
5601,8,E7249,대전,3,3,274,2018년
5602,9,E7249,울산,1,1,92,2018년
5603,10,E7249,경기,61,62,"5,752",2018년
5604,11,E7249,강원,-,-,-,2018년
5605,12,E7249,충북,1,1,95,2018년
5606,13,E7249,충남,1,1,96,2018년
5607,14,E7249,전남,1,1,96,2018년
5608,15,E7249,경남,4,5,468,2018년
5609,2,E7249,계,301,316,"29,972",2019년
5610,3,E7249,서울,148,156,"15,129",2019년
5611,4,E7249,부산,5,5,484,2019년
5612,5,E7249,인천,3,3,286,2019년
5613,6,E7249,대구,23,23,"2,228",2019년
5614,7,E7249,광주,1,1,97,2019년
5615,8,E7249,대전,1,1,93,2019년
5616,9,E7249,울산,26,27,"2,519",2019년
5617,10,E7249,경기,77,82,"7,396",2019년
5618,11,E7249,강원,-,-,-,2019년
5619,12,E7249,충북,14,14,"1,360",2019년
5620,13,E7249,충남,2,2,193,2019년
5621,14,E7249,전남,-,-,-,2019년
5622,15,E7249,경남,2,2,186,2019년
5623,2,E7249,계,308,321,"30,638",2020년
5624,3,E7249,서울,169,175,"17,084",2020년
5625,4,E7249,부산,1,1,98,2020년
5626,5,E7249,인천,7,7,680,2020년
5627,6,E7249,대구,30,31,"3,025",2020년
5628,7,E7249,광주,-,-,-,2020년
5629,8,E7249,대전,1,1,98,2020년
5630,9,E7249,울산,16,17,"1,588",2020년
5631,10,E7249,경기,79,84,"7,580",2020년
5632,11,E7249,강원,-,-,-,2020년
5633,12,E7249,충북,2,2,195,2020년
5634,13,E7249,충남,2,2,196,2020년
5635,14,E7249,전남,-,-,-,2020년
5636,15,E7249,경남,1,1,94,2020년
5637,2,E7249,계,310,318,"31,711",2021년
5638,3,E7249,서울,169,175,"17,707",2021년
5639,4,E7249,부산,1,1,99,2021년
5640,5,E7249,인천,1,1,95,2021년
5641,6,E7249,대구,25,25,"2,499",2021년
5642,7,E7249,광주,-,-,-,2021년
5643,8,E7249,대전,1,1,110,2021년
5644,9,E7249,울산,1,1,93,2021년
5645,10,E7249,경기,97,98,"9,666",2021년
5646,11,E7249,강원,-,-,-,2021년
5647,12,E7249,충북,-,-,-,2021년
5648,13,E7249,충남,-,-,-,2021년
5649,14,E7249,전남,1,1,92,2021년
5650,15,E7249,경남,14,14,"1,350",2021년
5651,2,E7250,계,"2,037","2,049","286,590",2017년
5652,3,E7250,서울,"1,103","1,110","156,174",2017년
5653,4,E7250,부산,79,79,"11,121",2017년
5654,5,E7250,인천,52,52,"7,190",2017년
5655,6,E7250,대구,125,125,"17,616",2017년
5656,7,E7250,광주,160,161,"22,696",2017년
5657,8,E7250,대전,68,68,"9,217",2017년
5658,9,E7250,울산,20,20,"2,819",2017년
5659,10,E7250,경기,320,322,"44,238",2017년
5660,11,E7250,강원,-,-,-,2017년
5661,12,E7250,충북,11,11,"1,551",2017년
5662,13,E7250,충남,20,20,"2,819",2017년
5663,14,E7250,전북,35,35,"4,912",2017년
5664,15,E7250,전남,-,-,-,2017년
5665,16,E7250,경북,19,19,"2,575",2017년
5666,17,E7250,경남,27,27,"3,660",2017년
5667,18,E7250,제주,-,-,-,2017년
5668,2,E7250,계,"2,912","2,949","417,783",2018년
5669,3,E7250,서울,"1,353","1,370","195,127",2018년
5670,4,E7250,부산,121,121,"17,253",2018년
5671,5,E7250,인천,64,64,"9,057",2018년
5672,6,E7250,대구,367,373,"53,142",2018년
5673,7,E7250,광주,166,168,"23,957",2018년
5674,8,E7250,대전,44,44,"6,021",2018년
5675,9,E7250,울산,3,3,413,2018년
5676,10,E7250,경기,545,551,"76,879",2018년
5677,11,E7250,강원,40,40,"5,718",2018년
5678,12,E7250,충북,46,46,"6,567",2018년
5679,13,E7250,충남,8,8,"1,144",2018년
5680,14,E7250,전북,73,74,"10,558",2018년
5681,15,E7250,전남,1,1,140,2018년
5682,16,E7250,경북,36,37,"5,066",2018년
5683,17,E7250,경남,46,49,"6,740",2018년
5684,18,E7250,제주,-,-,-,2018년
5685,2,E7250,계,"3,159","3,218","460,374",2019년
5686,3,E7250,서울,"1,578","1,603","231,509",2019년
5687,4,E7250,부산,73,74,"10,683",2019년
5688,5,E7250,인천,64,64,"9,179",2019년
5689,6,E7250,대구,371,385,"55,109",2019년
5690,7,E7250,광주,108,109,"15,774",2019년
5691,8,E7250,대전,33,33,"4,582",2019년
5692,9,E7250,울산,12,12,"1,668",2019년
5693,10,E7250,경기,728,743,"104,140",2019년
5694,11,E7250,강원,41,41,"5,831",2019년
5695,12,E7250,충북,23,23,"3,322",2019년
5696,13,E7250,충남,7,7,"1,014",2019년
5697,14,E7250,전북,63,63,"9,114",2019년
