,Unnamed: 0,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
612,10,CZ976,강원,1,1,371,2019년
613,11,CZ976,충북,-,-,-,2019년
614,12,CZ976,충남,-,-,-,2019년
615,13,CZ976,전북,2,2,771,2019년
616,14,CZ976,전남,-,-,-,2019년
617,15,CZ976,경북,-,-,-,2019년
618,16,CZ976,경남,49,121,"46,803",2019년
619,17,CZ976,제주,-,-,-,2019년
620,2,CZ976,계,606,998,"385,539",2020년
621,3,CZ976,서울,386,688,"268,581",2020년
622,4,CZ976,부산,29,37,"14,502",2020년
623,5,CZ976,인천,17,21,"8,119",2020년
624,6,CZ976,대구,32,34,"13,305",2020년
625,7,CZ976,광주,24,27,"10,579",2020년
626,8,CZ976,대전,5,9,"3,516",2020년
627,9,CZ976,경기,59,101,"35,337",2020년
628,10,CZ976,강원,2,2,785,2020년
629,11,CZ976,충북,-,-,-,2020년
630,12,CZ976,충남,2,2,785,2020년
631,13,CZ976,전북,5,5,"1,962",2020년
632,14,CZ976,전남,-,-,-,2020년
633,15,CZ976,경북,-,-,-,2020년
634,16,CZ976,경남,44,71,"27,693",2020년
635,17,CZ976,제주,1,1,377,2020년
636,2,CZ976,계,697,998,"392,684",2021년
637,3,CZ976,서울,428,658,"258,998",2021년
638,4,CZ976,부산,23,23,"9,084",2021년
639,5,CZ976,인천,15,21,"8,168",2021년
640,6,CZ976,대구,41,42,"16,652",2021년
641,7,CZ976,광주,45,46,"18,496",2021년
642,8,CZ976,대전,6,14,"5,549",2021년
643,9,CZ976,경기,65,88,"33,603",2021년
644,10,CZ976,강원,1,1,398,2021년
645,11,CZ976,충북,7,7,"2,786",2021년
646,12,CZ976,충남,1,1,398,2021년
647,13,CZ976,전북,5,5,"1,978",2021년
648,14,CZ976,전남,1,1,398,2021년
649,15,CZ976,경북,-,-,-,2021년
650,16,CZ976,경남,61,91,"36,175",2021년
651,17,CZ976,제주,-,-,-,2021년
652,2,E0720,계,390,331,"151,007",2017년
653,3,E0720,서울,211,178,"83,819",2017년
654,4,E0720,부산,18,18,"7,096",2017년
655,5,E0720,인천,9,9,"3,665",2017년
656,6,E0720,대구,18,18,"8,563",2017년
657,7,E0720,광주,1,1,407,2017년
658,8,E0720,대전,2,2,783,2017년
659,9,E0720,경기,96,82,"34,849",2017년
660,10,E0720,강원,1,1,392,2017년
661,11,E0720,충북,-,-,-,2017년
662,12,E0720,충남,1,1,407,2017년
663,13,E0720,전북,1,1,529,2017년
664,14,E0720,전남,2,2,783,2017년
665,15,E0720,경북,-,-,-,2017년
666,16,E0720,경남,30,19,"9,713",2017년
667,17,E0720,세종,-,-,-,2017년
668,2,E0720,계,"1,121",965,"476,731",2018년
669,3,E0720,서울,643,554,"282,211",2018년
670,4,E0720,부산,30,30,"13,489",2018년
671,5,E0720,인천,22,22,"9,451",2018년
672,6,E0720,대구,56,56,"26,785",2018년
673,7,E0720,광주,6,6,"2,870",2018년
674,8,E0720,대전,9,8,"3,809",2018년
675,9,E0720,경기,203,170,"75,646",2018년
676,10,E0720,강원,5,5,"2,107",2018년
677,11,E0720,충북,-,-,-,2018년
678,12,E0720,충남,-,-,-,2018년
679,13,E0720,전북,13,13,"6,294",2018년
680,14,E0720,전남,-,-,-,2018년
681,15,E0720,경북,-,-,-,2018년
682,16,E0720,경남,136,101,"54,069",2018년
683,17,E0720,세종,-,-,-,2018년
684,2,E0720,계,"1,187","1,011","529,199",2019년
685,3,E0720,서울,701,580,"314,069",2019년
686,4,E0720,부산,31,32,"15,100",2019년
687,5,E0720,인천,22,22,"10,289",2019년
688,6,E0720,대구,66,67,"33,796",2019년
689,7,E0720,광주,4,4,"2,126",2019년
690,8,E0720,대전,9,9,"5,718",2019년
691,9,E0720,경기,216,192,"89,817",2019년
692,10,E0720,강원,7,8,"3,907",2019년
693,11,E0720,충북,-,-,-,2019년
694,12,E0720,충남,3,3,"1,417",2019년
695,13,E0720,전북,4,4,"2,032",2019년
696,14,E0720,전남,-,-,-,2019년
697,15,E0720,경북,-,-,-,2019년
698,16,E0720,경남,126,90,"50,928",2019년
699,17,E0720,세종,-,-,-,2019년
700,2,E0720,계,"1,132","1,090","521,391",2020년
701,3,E0720,서울,617,497,"282,799",2020년
702,4,E0720,부산,32,32,"16,051",2020년
703,5,E0720,인천,19,21,"10,504",2020년
704,6,E0720,대구,37,37,"20,346",2020년
705,7,E0720,광주,4,4,"2,466",2020년
706,8,E0720,대전,11,13,"9,531",2020년
707,9,E0720,경기,272,385,"117,368",2020년
708,10,E0720,강원,2,2,975,2020년
709,11,E0720,충북,1,1,487,2020년
710,12,E0720,충남,-,-,-,2020년
711,13,E0720,전북,-,-,-,2020년
712,14,E0720,전남,-,-,-,2020년
713,15,E0720,경북,4,4,"1,950",2020년
714,16,E0720,경남,134,94,"58,914",2020년
715,17,E0720,세종,-,-,-,2020년
716,2,E0720,계,"1,054","1,062","511,631",2021년
717,3,E0720,서울,581,487,"283,334",2021년
718,4,E0720,부산,38,40,"20,591",2021년
719,5,E0720,인천,12,13,"6,130",2021년
720,6,E0720,대구,32,33,"17,980",2021년
721,7,E0720,광주,4,4,"2,443",2021년
722,8,E0720,대전,16,16,"11,002",2021년
723,9,E0720,경기,241,372,"107,903",2021년
724,10,E0720,강원,6,6,"3,317",2021년
725,11,E0720,충북,-,-,-,2021년
726,12,E0720,충남,-,-,-,2021년
727,13,E0720,전북,3,3,"2,247",2021년
728,14,E0720,전남,2,2,"1,212",2021년
729,15,E0720,경북,1,1,495,2021년
730,16,E0720,경남,117,83,"53,915",2021년
731,17,E0720,세종,2,2,"1,063",2021년
732,2,E0720,계,390,331,"151,007",2017년
733,3,E0720,서울,211,178,"83,819",2017년
734,4,E0720,부산,18,18,"7,096",2017년
735,5,E0720,인천,9,9,"3,665",2017년
736,6,E0720,대구,18,18,"8,563",2017년
737,7,E0720,광주,1,1,407,2017년
738,8,E0720,대전,2,2,783,2017년
739,9,E0720,경기,96,82,"34,849",2017년
740,10,E0720,강원,1,1,392,2017년
741,11,E0720,충북,-,-,-,2017년
742,12,E0720,충남,1,1,407,2017년
743,13,E0720,전북,1,1,529,2017년
744,14,E0720,전남,2,2,783,2017년
745,15,E0720,경북,-,-,-,2017년
746,16,E0720,경남,30,19,"9,713",2017년
747,17,E0720,세종,-,-,-,2017년
748,2,E0720,계,"1,121",965,"476,731",2018년
749,3,E0720,서울,643,554,"282,211",2018년
750,4,E0720,부산,30,30,"13,489",2018년
751,5,E0720,인천,22,22,"9,451",2018년
752,6,E0720,대구,56,56,"26,785",2018년
753,7,E0720,광주,6,6,"2,870",2018년
754,8,E0720,대전,9,8,"3,809",2018년
755,9,E0720,경기,203,170,"75,646",2018년
756,10,E0720,강원,5,5,"2,107",2018년
757,11,E0720,충북,-,-,-,2018년
758,12,E0720,충남,-,-,-,2018년
759,13,E0720,전북,13,13,"6,294",2018년
760,14,E0720,전남,-,-,-,2018년
761,15,E0720,경북,-,-,-,2018년
762,16,E0720,경남,136,101,"54,069",2018년
763,17,E0720,세종,-,-,-,2018년
764,2,E0720,계,"1,187","1,011","529,199",2019년
765,3,E0720,서울,701,580,"314,069",2019년
766,4,E0720,부산,31,32,"15,100",2019년
767,5,E0720,인천,22,22,"10,289",2019년
768,6,E0720,대구,66,67,"33,796",2019년
769,7,E0720,광주,4,4,"2,126",2019년
770,8,E0720,대전,9,9,"5,718",2019년
771,9,E0720,경기,216,192,"89,817",2019년
772,10,E0720,강원,7,8,"3,907",2019년
773,11,E0720,충북,-,-,-,2019년
774,12,E0720,충남,3,3,"1,417",2019년
775,13,E0720,전북,4,4,"2,032",2019년
776,14,E0720,전남,-,-,-,2019년
777,15,E0720,경북,-,-,-,2019년
778,16,E0720,경남,126,90,"50,928",2019년
779,17,E0720,세종,-,-,-,2019년
780,2,E0720,계,"1,132","1,090","521,391",2020년
781,3,E0720,서울,617,497,"282,799",2020년
782,4,E0720,부산,32,32,"16,051",2020년
783,5,E0720,인천,19,21,"10,504",2020년
784,6,E0720,대구,37,37,"20,346",2020년
785,7,E0720,광주,4,4,"2,466",2020년
786,8,E0720,대전,11,13,"9,531",2020년
787,9,E0720,경기,272,385,"117,368",2020년
788,10,E0720,강원,2,2,975,2020년
789,11,E0720,충북,1,1,487,2020년
790,12,E0720,충남,-,-,-,2020년
791,13,E0720,전북,-,-,-,2020년
792,14,E0720,전남,-,-,-,2020년
793,15,E0720,경북,4,4,"1,950",2020년
794,16,E0720,경남,134,94,"58,914",2020년
795,17,E0720,세종,-,-,-,2020년
796,2,E0720,계,"1,054","1,062","511,631",2021년
797,3,E0720,서울,581,487,"283,334",2021년
798,4,E0720,부산,38,40,"20,591",2021년
799,5,E0720,인천,12,13,"6,130",2021년
800,6,E0720,대구,32,33,"17,980",2021년
801,7,E0720,광주,4,4,"2,443",2021년
802,8,E0720,대전,16,16,"11,002",2021년
803,9,E0720,경기,241,372,"107,903",2021년
804,10,E0720,강원,6,6,"3,317",2021년
805,11,E0720,충북,-,-,-,2021년
806,12,E0720,충남,-,-,-,2021년
807,13,E0720,전북,3,3,"2,247",2021년
808,14,E0720,전남,2,2,"1,212",2021년
809,15,E0720,경북,1,1,495,2021년
810,16,E0720,경남,117,83,"53,915",2021년
811,17,E0720,세종,2,2,"1,063",2021년
812,2,E0720,계,390,331,"151,007",2017년
813,3,E0720,서울,211,178,"83,819",2017년
814,4,E0720,부산,18,18,"7,096",2017년
815,5,E0720,인천,9,9,"3,665",2017년
816,6,E0720,대구,18,18,"8,563",2017년
817,7,E0720,광주,1,1,407,2017년
818,8,E0720,대전,2,2,783,2017년
819,9,E0720,경기,96,82,"34,849",2017년
820,10,E0720,강원,1,1,392,2017년
821,11,E0720,충북,-,-,-,2017년
822,12,E0720,충남,1,1,407,2017년
823,13,E0720,전북,1,1,529,2017년
824,14,E0720,전남,2,2,783,2017년
825,15,E0720,경북,-,-,-,2017년
826,16,E0720,경남,30,19,"9,713",2017년
827,17,E0720,세종,-,-,-,2017년
828,2,E0720,계,"1,121",965,"476,731",2018년
829,3,E0720,서울,643,554,"282,211",2018년
830,4,E0720,부산,30,30,"13,489",2018년
831,5,E0720,인천,22,22,"9,451",2018년
832,6,E0720,대구,56,56,"26,785",2018년
833,7,E0720,광주,6,6,"2,870",2018년
834,8,E0720,대전,9,8,"3,809",2018년
835,9,E0720,경기,203,170,"75,646",2018년
836,10,E0720,강원,5,5,"2,107",2018년
837,11,E0720,충북,-,-,-,2018년
838,12,E0720,충남,-,-,-,2018년
839,13,E0720,전북,13,13,"6,294",2018년
840,14,E0720,전남,-,-,-,2018년
841,15,E0720,경북,-,-,-,2018년
842,16,E0720,경남,136,101,"54,069",2018년
843,17,E0720,세종,-,-,-,2018년
844,2,E0720,계,"1,187","1,011","529,199",2019년
845,3,E0720,서울,701,580,"314,069",2019년
846,4,E0720,부산,31,32,"15,100",2019년
847,5,E0720,인천,22,22,"10,289",2019년
848,6,E0720,대구,66,67,"33,796",2019년
849,7,E0720,광주,4,4,"2,126",2019년
850,8,E0720,대전,9,9,"5,718",2019년
851,9,E0720,경기,216,192,"89,817",2019년
852,10,E0720,강원,7,8,"3,907",2019년
853,11,E0720,충북,-,-,-,2019년
854,12,E0720,충남,3,3,"1,417",2019년
855,13,E0720,전북,4,4,"2,032",2019년
856,14,E0720,전남,-,-,-,2019년
857,15,E0720,경북,-,-,-,2019년
858,16,E0720,경남,126,90,"50,928",2019년
859,17,E0720,세종,-,-,-,2019년
860,2,E0720,계,"1,132","1,090","521,391",2020년
861,3,E0720,서울,617,497,"282,799",2020년
862,4,E0720,부산,32,32,"16,051",2020년
863,5,E0720,인천,19,21,"10,504",2020년
864,6,E0720,대구,37,37,"20,346",2020년
865,7,E0720,광주,4,4,"2,466",2020년
866,8,E0720,대전,11,13,"9,531",2020년
867,9,E0720,경기,272,385,"117,368",2020년
868,10,E0720,강원,2,2,975,2020년
869,11,E0720,충북,1,1,487,2020년
870,12,E0720,충남,-,-,-,2020년
871,13,E0720,전북,-,-,-,2020년
872,14,E0720,전남,-,-,-,2020년
873,15,E0720,경북,4,4,"1,950",2020년
874,16,E0720,경남,134,94,"58,914",2020년
875,17,E0720,세종,-,-,-,2020년
876,2,E0720,계,"1,054","1,062","511,631",2021년
877,3,E0720,서울,581,487,"283,334",2021년
878,4,E0720,부산,38,40,"20,591",2021년
879,5,E0720,인천,12,13,"6,130",2021년
880,6,E0720,대구,32,33,"17,980",2021년
881,7,E0720,광주,4,4,"2,443",2021년
882,8,E0720,대전,16,16,"11,002",2021년
883,9,E0720,경기,241,372,"107,903",2021년
884,10,E0720,강원,6,6,"3,317",2021년
885,11,E0720,충북,-,-,-,2021년
886,12,E0720,충남,-,-,-,2021년
887,13,E0720,전북,3,3,"2,247",2021년
888,14,E0720,전남,2,2,"1,212",2021년
889,15,E0720,경북,1,1,495,2021년
890,16,E0720,경남,117,83,"53,915",2021년
891,17,E0720,세종,2,2,"1,063",2021년
892,2,E0721,계,296,286,"70,547",2017년
893,3,E0721,서울,175,163,"40,451",2017년
894,4,E0721,부산,9,10,"2,474",2017년
895,5,E0721,인천,17,17,"4,184",2017년
896,6,E0721,대구,15,15,"3,716",2017년
897,7,E0721,광주,10,10,"2,321",2017년
898,8,E0721,대전,9,7,"1,672",2017년
899,9,E0721,울산,2,2,497,2017년
900,10,E0721,경기,25,28,"6,734",2017년
901,11,E0721,강원,4,4,984,2017년
902,12,E0721,충북,2,2,497,2017년
903,13,E0721,충남,1,1,248,2017년
904,14,E0721,전북,5,5,"1,242",2017년
905,15,E0721,전남,1,1,239,2017년
906,16,E0721,경북,-,-,-,2017년
907,17,E0721,경남,21,20,"5,053",2017년
908,18,E0721,제주,1,1,239,2017년
909,19,E0721,세종,-,-,-,2017년
910,2,E0721,계,"1,063","1,069","279,562",2018년
911,3,E0721,서울,679,660,"173,903",2018년
912,4,E0721,부산,36,48,"12,571",2018년
913,5,E0721,인천,45,51,"13,116",2018년
914,6,E0721,대구,67,72,"18,934",2018년
915,7,E0721,광주,16,14,"3,684",2018년
916,8,E0721,대전,17,16,"4,074",2018년
917,9,E0721,울산,9,10,"2,534",2018년
918,10,E0721,경기,88,92,"23,242",2018년
919,11,E0721,강원,7,8,"1,850",2018년
920,12,E0721,충북,7,7,"1,826",2018년
921,13,E0721,충남,3,3,762,2018년
922,14,E0721,전북,7,7,"1,883",2018년
923,15,E0721,전남,-,-,-,2018년
924,16,E0721,경북,-,-,-,2018년
925,17,E0721,경남,88,80,"20,927",2018년
926,18,E0721,제주,1,1,256,2018년
927,19,E0721,세종,-,-,-,2018년
928,2,E0721,계,"1,215","1,266","348,683",2019년
929,3,E0721,서울,732,749,"205,694",2019년
930,4,E0721,부산,53,59,"16,628",2019년
931,5,E0721,인천,41,43,"12,075",2019년
932,6,E0721,대구,70,72,"20,307",2019년
933,7,E0721,광주,24,24,"6,798",2019년
934,8,E0721,대전,13,10,"2,898",2019년
935,9,E0721,울산,8,13,"2,157",2019년
936,10,E0721,경기,111,111,"30,232",2019년
937,11,E0721,강원,11,12,"3,108",2019년
938,12,E0721,충북,6,6,"1,692",2019년
939,13,E0721,충남,2,2,571,2019년
940,14,E0721,전북,4,4,"1,141",2019년
941,15,E0721,전남,1,1,274,2019년
942,16,E0721,경북,-,-,-,2019년
943,17,E0721,경남,147,158,"44,697",2019년
944,18,E0721,제주,2,2,411,2019년
945,19,E0721,세종,-,-,-,2019년
946,2,E0721,계,"1,087","1,159","331,428",2020년
947,3,E0721,서울,660,685,"199,544",2020년
948,4,E0721,부산,68,77,"23,222",2020년
949,5,E0721,인천,58,62,"18,616",2020년
950,6,E0721,대구,75,77,"23,198",2020년
951,7,E0721,광주,9,8,"2,532",2020년
952,8,E0721,대전,13,16,"3,744",2020년
953,9,E0721,울산,4,7,"1,135",2020년
954,10,E0721,경기,90,114,"27,141",2020년
955,11,E0721,강원,8,11,"2,395",2020년
956,12,E0721,충북,2,2,609,2020년
957,13,E0721,충남,1,1,305,2020년
958,14,E0721,전북,8,8,"2,438",2020년
959,15,E0721,전남,2,2,574,2020년
960,16,E0721,경북,-,-,-,2020년
961,17,E0721,경남,87,86,"24,805",2020년
962,18,E0721,제주,4,4,"1,172",2020년
963,19,E0721,세종,-,-,-,2020년
964,2,E0721,계,"1,331","1,472","428,731",2021년
965,3,E0721,서울,798,843,"253,578",2021년
966,4,E0721,부산,62,66,"20,553",2021년
967,5,E0721,인천,107,124,"38,373",2021년
968,6,E0721,대구,84,84,"26,380",2021년
969,7,E0721,광주,19,18,"5,807",2021년
970,8,E0721,대전,5,5,"1,237",2021년
971,9,E0721,울산,8,16,"2,318",2021년
972,10,E0721,경기,153,204,"46,541",2021년
973,11,E0721,강원,10,10,"3,175",2021년
974,12,E0721,충북,11,11,"3,632",2021년
975,13,E0721,충남,3,6,915,2021년
976,14,E0721,전북,7,7,"2,298",2021년
977,15,E0721,전남,-,-,-,2021년
978,16,E0721,경북,1,1,297,2021년
979,17,E0721,경남,64,71,"21,994",2021년
980,18,E0721,제주,4,4,"1,189",2021년
981,19,E0721,세종,1,1,444,2021년
982,2,E0721,계,296,286,"70,547",2017년
983,3,E0721,서울,175,163,"40,451",2017년
984,4,E0721,부산,9,10,"2,474",2017년
985,5,E0721,인천,17,17,"4,184",2017년
986,6,E0721,대구,15,15,"3,716",2017년
987,7,E0721,광주,10,10,"2,321",2017년
988,8,E0721,대전,9,7,"1,672",2017년
989,9,E0721,울산,2,2,497,2017년
990,10,E0721,경기,25,28,"6,734",2017년
991,11,E0721,강원,4,4,984,2017년
992,12,E0721,충북,2,2,497,2017년
993,13,E0721,충남,1,1,248,2017년
994,14,E0721,전북,5,5,"1,242",2017년
995,15,E0721,전남,1,1,239,2017년
996,16,E0721,경북,-,-,-,2017년
997,17,E0721,경남,21,20,"5,053",2017년
998,18,E0721,제주,1,1,239,2017년
999,19,E0721,세종,-,-,-,2017년
1000,2,E0721,계,"1,063","1,069","279,562",2018년
1001,3,E0721,서울,679,660,"173,903",2018년
1002,4,E0721,부산,36,48,"12,571",2018년
1003,5,E0721,인천,45,51,"13,116",2018년
1004,6,E0721,대구,67,72,"18,934",2018년
1005,7,E0721,광주,16,14,"3,684",2018년
1006,8,E0721,대전,17,16,"4,074",2018년
1007,9,E0721,울산,9,10,"2,534",2018년
1008,10,E0721,경기,88,92,"23,242",2018년
1009,11,E0721,강원,7,8,"1,850",2018년
1010,12,E0721,충북,7,7,"1,826",2018년
1011,13,E0721,충남,3,3,762,2018년
1012,14,E0721,전북,7,7,"1,883",2018년
1013,15,E0721,전남,-,-,-,2018년
1014,16,E0721,경북,-,-,-,2018년
1015,17,E0721,경남,88,80,"20,927",2018년
1016,18,E0721,제주,1,1,256,2018년
1017,19,E0721,세종,-,-,-,2018년
1018,2,E0721,계,"1,215","1,266","348,683",2019년
1019,3,E0721,서울,732,749,"205,694",2019년
1020,4,E0721,부산,53,59,"16,628",2019년
1021,5,E0721,인천,41,43,"12,075",2019년
1022,6,E0721,대구,70,72,"20,307",2019년
1023,7,E0721,광주,24,24,"6,798",2019년
1024,8,E0721,대전,13,10,"2,898",2019년
1025,9,E0721,울산,8,13,"2,157",2019년
1026,10,E0721,경기,111,111,"30,232",2019년
1027,11,E0721,강원,11,12,"3,108",2019년
1028,12,E0721,충북,6,6,"1,692",2019년
1029,13,E0721,충남,2,2,571,2019년
1030,14,E0721,전북,4,4,"1,141",2019년
1031,15,E0721,전남,1,1,274,2019년
1032,16,E0721,경북,-,-,-,2019년
1033,17,E0721,경남,147,158,"44,697",2019년
1034,18,E0721,제주,2,2,411,2019년
1035,19,E0721,세종,-,-,-,2019년
1036,2,E0721,계,"1,087","1,159","331,428",2020년
1037,3,E0721,서울,660,685,"199,544",2020년
1038,4,E0721,부산,68,77,"23,222",2020년
1039,5,E0721,인천,58,62,"18,616",2020년
1040,6,E0721,대구,75,77,"23,198",2020년
1041,7,E0721,광주,9,8,"2,532",2020년
1042,8,E0721,대전,13,16,"3,744",2020년
1043,9,E0721,울산,4,7,"1,135",2020년
1044,10,E0721,경기,90,114,"27,141",2020년
1045,11,E0721,강원,8,11,"2,395",2020년
1046,12,E0721,충북,2,2,609,2020년
1047,13,E0721,충남,1,1,305,2020년
1048,14,E0721,전북,8,8,"2,438",2020년
1049,15,E0721,전남,2,2,574,2020년
1050,16,E0721,경북,-,-,-,2020년
1051,17,E0721,경남,87,86,"24,805",2020년
1052,18,E0721,제주,4,4,"1,172",2020년
1053,19,E0721,세종,-,-,-,2020년
1054,2,E0721,계,"1,331","1,472","428,731",2021년
1055,3,E0721,서울,798,843,"253,578",2021년
1056,4,E0721,부산,62,66,"20,553",2021년
1057,5,E0721,인천,107,124,"38,373",2021년
1058,6,E0721,대구,84,84,"26,380",2021년
1059,7,E0721,광주,19,18,"5,807",2021년
1060,8,E0721,대전,5,5,"1,237",2021년
1061,9,E0721,울산,8,16,"2,318",2021년
1062,10,E0721,경기,153,204,"46,541",2021년
1063,11,E0721,강원,10,10,"3,175",2021년
1064,12,E0721,충북,11,11,"3,632",2021년
1065,13,E0721,충남,3,6,915,2021년
1066,14,E0721,전북,7,7,"2,298",2021년
1067,15,E0721,전남,-,-,-,2021년
1068,16,E0721,경북,1,1,297,2021년
1069,17,E0721,경남,64,71,"21,994",2021년
1070,18,E0721,제주,4,4,"1,189",2021년
1071,19,E0721,세종,1,1,444,2021년
1072,2,E0721,계,296,286,"70,547",2017년
1073,3,E0721,서울,175,163,"40,451",2017년
1074,4,E0721,부산,9,10,"2,474",2017년
1075,5,E0721,인천,17,17,"4,184",2017년
1076,6,E0721,대구,15,15,"3,716",2017년
1077,7,E0721,광주,10,10,"2,321",2017년
1078,8,E0721,대전,9,7,"1,672",2017년
1079,9,E0721,울산,2,2,497,2017년
1080,10,E0721,경기,25,28,"6,734",2017년
1081,11,E0721,강원,4,4,984,2017년
1082,12,E0721,충북,2,2,497,2017년
1083,13,E0721,충남,1,1,248,2017년
1084,14,E0721,전북,5,5,"1,242",2017년
1085,15,E0721,전남,1,1,239,2017년
1086,16,E0721,경북,-,-,-,2017년
1087,17,E0721,경남,21,20,"5,053",2017년
1088,18,E0721,제주,1,1,239,2017년
1089,19,E0721,세종,-,-,-,2017년
1090,2,E0721,계,"1,063","1,069","279,562",2018년
1091,3,E0721,서울,679,660,"173,903",2018년
1092,4,E0721,부산,36,48,"12,571",2018년
1093,5,E0721,인천,45,51,"13,116",2018년
1094,6,E0721,대구,67,72,"18,934",2018년
1095,7,E0721,광주,16,14,"3,684",2018년
1096,8,E0721,대전,17,16,"4,074",2018년
1097,9,E0721,울산,9,10,"2,534",2018년
1098,10,E0721,경기,88,92,"23,242",2018년
1099,11,E0721,강원,7,8,"1,850",2018년
1100,12,E0721,충북,7,7,"1,826",2018년
1101,13,E0721,충남,3,3,762,2018년
1102,14,E0721,전북,7,7,"1,883",2018년
1103,15,E0721,전남,-,-,-,2018년
1104,16,E0721,경북,-,-,-,2018년
1105,17,E0721,경남,88,80,"20,927",2018년
1106,18,E0721,제주,1,1,256,2018년
1107,19,E0721,세종,-,-,-,2018년
1108,2,E0721,계,"1,215","1,266","348,683",2019년
1109,3,E0721,서울,732,749,"205,694",2019년
1110,4,E0721,부산,53,59,"16,628",2019년
1111,5,E0721,인천,41,43,"12,075",2019년
1112,6,E0721,대구,70,72,"20,307",2019년
1113,7,E0721,광주,24,24,"6,798",2019년
1114,8,E0721,대전,13,10,"2,898",2019년
1115,9,E0721,울산,8,13,"2,157",2019년
1116,10,E0721,경기,111,111,"30,232",2019년
1117,11,E0721,강원,11,12,"3,108",2019년
1118,12,E0721,충북,6,6,"1,692",2019년
1119,13,E0721,충남,2,2,571,2019년
1120,14,E0721,전북,4,4,"1,141",2019년
1121,15,E0721,전남,1,1,274,2019년
1122,16,E0721,경북,-,-,-,2019년
1123,17,E0721,경남,147,158,"44,697",2019년
1124,18,E0721,제주,2,2,411,2019년
1125,19,E0721,세종,-,-,-,2019년
1126,2,E0721,계,"1,087","1,159","331,428",2020년
1127,3,E0721,서울,660,685,"199,544",2020년
1128,4,E0721,부산,68,77,"23,222",2020년
1129,5,E0721,인천,58,62,"18,616",2020년
1130,6,E0721,대구,75,77,"23,198",2020년
1131,7,E0721,광주,9,8,"2,532",2020년
1132,8,E0721,대전,13,16,"3,744",2020년
1133,9,E0721,울산,4,7,"1,135",2020년
1134,10,E0721,경기,90,114,"27,141",2020년
1135,11,E0721,강원,8,11,"2,395",2020년
1136,12,E0721,충북,2,2,609,2020년
1137,13,E0721,충남,1,1,305,2020년
1138,14,E0721,전북,8,8,"2,438",2020년
1139,15,E0721,전남,2,2,574,2020년
1140,16,E0721,경북,-,-,-,2020년
1141,17,E0721,경남,87,86,"24,805",2020년
1142,18,E0721,제주,4,4,"1,172",2020년
1143,19,E0721,세종,-,-,-,2020년
1144,2,E0721,계,"1,331","1,472","428,731",2021년
1145,3,E0721,서울,798,843,"253,578",2021년
1146,4,E0721,부산,62,66,"20,553",2021년
1147,5,E0721,인천,107,124,"38,373",2021년
1148,6,E0721,대구,84,84,"26,380",2021년
1149,7,E0721,광주,19,18,"5,807",2021년
